"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj0j/5q52zk5k","ark:/21198/zz002gcj0j","","","Page","satellite/image/Shandong_DS1115-2167DF033_33_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj0j/hw76vq3d","ark:/21198/zz002gcj0j","","","Page","satellite/image/Shandong_DS1115-2167DF033_33_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj0j/tf49h90g","ark:/21198/zz002gcj0j","","","Page","satellite/image/Shandong_DS1115-2167DF033_33_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj0j/xp35kb6x","ark:/21198/zz002gcj0j","","","Page","satellite/image/Shandong_DS1115-2167DF033_33_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj12/1347rq7m","ark:/21198/zz002gcj12","","","Page","satellite/image/Shandong_DS1115-2167DF034_34_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj12/hg684g6c","ark:/21198/zz002gcj12","","","Page","satellite/image/Shandong_DS1115-2167DF034_34_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj12/qh48dj51","ark:/21198/zz002gcj12","","","Page","satellite/image/Shandong_DS1115-2167DF034_34_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj12/th73gh6j","ark:/21198/zz002gcj12","","","Page","satellite/image/Shandong_DS1115-2167DF034_34_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj2k/2s36kg1m","ark:/21198/zz002gcj2k","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA095_95_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj2k/72042b22","ark:/21198/zz002gcj2k","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA095_95_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj2k/7j27n892","ark:/21198/zz002gcj2k","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA095_95_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj2k/m600jn4m","ark:/21198/zz002gcj2k","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA095_95_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj33/8403j178","ark:/21198/zz002gcj33","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA123_123_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj33/8s513807","ark:/21198/zz002gcj33","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA123_123_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj33/v175fz21","ark:/21198/zz002gcj33","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA123_123_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj33/w603928d","ark:/21198/zz002gcj33","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA123_123_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj4m/08536057","ark:/21198/zz002gcj4m","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA125_125_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj4m/b618117b","ark:/21198/zz002gcj4m","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA125_125_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj4m/jt024s09","ark:/21198/zz002gcj4m","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA125_125_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj4m/zw94702n","ark:/21198/zz002gcj4m","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA125_125_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj54/1q875c1w","ark:/21198/zz002gcj54","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA126_126_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj54/h499g84v","ark:/21198/zz002gcj54","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA126_126_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj54/vx07md3x","ark:/21198/zz002gcj54","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA126_126_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj54/wz85209q","ark:/21198/zz002gcj54","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DA126_126_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj6n/cw33k10n","ark:/21198/zz002gcj6n","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF087_87_d.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj6n/vj571835","ark:/21198/zz002gcj6n","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF087_87_c.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj75/5q02jp7v","ark:/21198/zz002gcj75","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF112_112_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj75/fc01222m","ark:/21198/zz002gcj75","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF112_112_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj75/tz19q49r","ark:/21198/zz002gcj75","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF112_112_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj75/wh41md23","ark:/21198/zz002gcj75","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF112_112_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj8p/1705w27n","ark:/21198/zz002gcj8p","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF116_116_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj8p/4w523k16","ark:/21198/zz002gcj8p","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF116_116_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj8p/db47zb2d","ark:/21198/zz002gcj8p","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF116_116_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj8p/zh470846","ark:/21198/zz002gcj8p","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF116_116_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj96/3986ft5r","ark:/21198/zz002gcj96","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF118_118_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj96/fc831r0x","ark:/21198/zz002gcj96","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF118_118_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj96/hp833r7w","ark:/21198/zz002gcj96","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF118_118_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj96/jw60t32q","ark:/21198/zz002gcj96","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF118_118_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjbq/5029pr4p","ark:/21198/zz002gcjbq","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF119_119_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjbq/kr32ft8g","ark:/21198/zz002gcjbq","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF119_119_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjbq/pw54w72n","ark:/21198/zz002gcjbq","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF119_119_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjbq/zw24044t","ark:/21198/zz002gcjbq","","","Page","satellite/image/Southern_Shanxi_DS1102-2135DF119_119_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjc7/82211d7b","ark:/21198/zz002gcjc7","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DA060_60_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjc7/8x85g74x","ark:/21198/zz002gcjc7","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DA060_60_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjc7/m4962n5h","ark:/21198/zz002gcjc7","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DA060_60_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjc7/nn776x06","ark:/21198/zz002gcjc7","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DA060_60_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjdr/6r935h99","ark:/21198/zz002gcjdr","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DF051_51_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjdr/kc73r14b","ark:/21198/zz002gcjdr","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DF051_51_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjdr/tv74203p","ark:/21198/zz002gcjdr","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DF051_51_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjdr/w556ks3q","ark:/21198/zz002gcjdr","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DF051_51_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjf8/m970d78v","ark:/21198/zz002gcjf8","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DF053_53_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjf8/wt40x40b","ark:/21198/zz002gcjf8","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DF053_53_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjf8/x075fs7g","ark:/21198/zz002gcjf8","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DF053_53_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjf8/xn08d12z","ark:/21198/zz002gcjf8","","","Page","satellite/image/Southern_Shanxi_DS1104-2135DF053_53_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjgs/0297cc5g","ark:/21198/zz002gcjgs","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA074_74_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjgs/24174k6q","ark:/21198/zz002gcjgs","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA074_74_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjgs/2v384m76","ark:/21198/zz002gcjgs","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA074_74_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjgs/zv23z12d","ark:/21198/zz002gcjgs","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA074_74_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjh9/2g58v777","ark:/21198/zz002gcjh9","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA082_82_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjh9/58983c8s","ark:/21198/zz002gcjh9","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA082_82_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjh9/j658811j","ark:/21198/zz002gcjh9","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA082_82_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjh9/np638v6k","ark:/21198/zz002gcjh9","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA082_82_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjjt/b754zd4c","ark:/21198/zz002gcjjt","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DF073_73_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjjt/d001mp19","ark:/21198/zz002gcjjt","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DF073_73_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjjt/g454s899","ark:/21198/zz002gcjjt","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DF073_73_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjjt/rv24f134","ark:/21198/zz002gcjjt","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DF073_73_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjkb/0p50nq9w","ark:/21198/zz002gcjkb","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DA089_89_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjkb/2p645q06","ark:/21198/zz002gcjkb","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DA089_89_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjkb/33339j9p","ark:/21198/zz002gcjkb","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DA089_89_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjkb/rj859w7x","ark:/21198/zz002gcjkb","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DA089_89_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjmv/2m63x30k","ark:/21198/zz002gcjmv","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DA090_90_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjmv/3p42n765","ark:/21198/zz002gcjmv","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DA090_90_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjmv/8467rh19","ark:/21198/zz002gcjmv","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DA090_90_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjmv/9s61f48w","ark:/21198/zz002gcjmv","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DA090_90_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjnc/3x26872j","ark:/21198/zz002gcjnc","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF089_89_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjnc/5738mz1g","ark:/21198/zz002gcjnc","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF089_89_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjnc/7x14c235","ark:/21198/zz002gcjnc","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF089_89_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjnc/gx34j626","ark:/21198/zz002gcjnc","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF089_89_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjpw/6c314d61","ark:/21198/zz002gcjpw","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF092_92_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjpw/mp21988k","ark:/21198/zz002gcjpw","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF092_92_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjpw/sp97kt34","ark:/21198/zz002gcjpw","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF092_92_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjpw/t1400q8q","ark:/21198/zz002gcjpw","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF092_92_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjqd/3v01kd9k","ark:/21198/zz002gcjqd","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF041_41_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjqd/6613n85z","ark:/21198/zz002gcjqd","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF041_41_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjqd/d052sg7r","ark:/21198/zz002gcjqd","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF041_41_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjqd/h208p08w","ark:/21198/zz002gcjqd","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF041_41_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjrx/bj17cj6t","ark:/21198/zz002gcjrx","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF042_42_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjrx/dq87v62r","ark:/21198/zz002gcjrx","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF042_42_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjrx/gc79hh08","ark:/21198/zz002gcjrx","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF042_42_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjrx/sc200k3q","ark:/21198/zz002gcjrx","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF042_42_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/g8402c1g","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/k848678x","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/kp38792x","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/mc29bt5z","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjtz/9b64nd3w","ark:/21198/zz002gcjtz","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA026_26_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjtz/qr36308b","ark:/21198/zz002gcjtz","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA026_26_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjtz/qx63w14b","ark:/21198/zz002gcjtz","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA026_26_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjtz/rn28mt7v","ark:/21198/zz002gcjtz","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA026_26_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjvg/6c02hz1t","ark:/21198/zz002gcjvg","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA028_28_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjvg/b084ht9h","ark:/21198/zz002gcjvg","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA028_28_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjvg/mr903h7w","ark:/21198/zz002gcjvg","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA028_28_a.tif","1","","","","","","","","","","Page 1",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjvg/wx04cp1n","ark:/21198/zz002gcjvg","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA028_28_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjw0/0120ck9x","ark:/21198/zz002gcjw0","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA029_29_b.tif","2","","","","","","","","","","Page 2",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjw0/gn971x0g","ark:/21198/zz002gcjw0","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA029_29_c.tif","3","","","","","","","","","","Page 3",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjw0/sv028c71","ark:/21198/zz002gcjw0","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA029_29_d.tif","4","","","","","","","","","","Page 4",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjw0/v4963n2f","ark:/21198/zz002gcjw0","","","Page","satellite/image/Southern_Shanxi_DS1108-2135DA029_29_a.tif","1","","","","","","","","","","Page 1",""
