Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2w3,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_7_ED1.tif,39,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Chin-Hsien,G7830S_250_U51_NK51_7_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,southernmost: N0410000|~|easternmost: E1220000|~|northernmost: N0420000|~|westernmost: E1200000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2w3,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2xm,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_7_ED2_A.tif,40,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Chin-Chou (Chin-Hsien) Front,G7830S_250_U51_NK51_7_ED2_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0420000|~|easternmost: E1220000|~|southernmost: N0410000|~|westernmost: E1200000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2xm,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2xm/51967p8b,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_7_ED2_B.tif,41,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Chin-Chou (Chin-Hsien) Back,G7830S_250_U51_NK51_7_ED2_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0420000|~|easternmost: E1220000|~|southernmost: N0410000|~|westernmost: E1200000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2xm%2F51967p8b,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2z4,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_8_ED1_A.tif,42,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Shen-Yang (Mukden) Front,G7830S_250_U51_NK51_8_ED1_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0420000|~|southernmost: N0410000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2z4,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2z4/wz22d94d,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_8_ED1_B.tif,43,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Shen-Yang (Mukden) Back,G7830S_250_U51_NK51_8_ED1_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0420000|~|southernmost: N0410000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2z4%2Fwz22d94d,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd304,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_8_ED2_A.tif,44,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Shen-Yang (Mukden) Front,G7830S_250_U51_NK51_8_ED2_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,easternmost: E1240000|~|northernmost: N0420000|~|westernmost: E1220000|~|southernmost: N0410000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd304,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd304/7v845f58,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_8_ED2_B.tif,45,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Shen-Yang (Mukden) Back,G7830S_250_U51_NK51_8_ED2_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,easternmost: E1240000|~|northernmost: N0420000|~|westernmost: E1220000|~|southernmost: N0410000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd304%2F7v845f58,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd31n,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_9_ED2.tif,46,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,T'ung-Hua,G7830S_250_U51_NK51_9_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1240000|~|northernmost: N0420000|~|southernmost: N0410000|~|easternmost: E1260000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd31n,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd325,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL50_12_ED1.tif,47,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,En-Ch'i-Ch'in-Miao,G7830S_250_U51_NL50_12_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1180000|~|easternmost: E1200000|~|northernmost: N0450000|~|southernmost: N0440000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd325,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd33p,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL50_1_ED1.tif,48,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Matad Suma,G7830S_250_U51_NL50_1_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,southernmost: N0470000|~|northernmost: N0480000|~|westernmost: E1135942|~|easternmost: E1160000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd33p,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd346,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL50_2_ED1.tif,49,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Tamsag Bulag,G7830S_250_U51_NL50_2_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1160000|~|easternmost: E1180000|~|northernmost: N0480000|~|southernmost: N0470000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd346,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd35q,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL50_3_ED1.tif,50,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lamaiin Sume,G7830S_250_U51_NL50_3_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1180000|~|easternmost: E1200000|~|northernmost: N0480000|~|southernmost: N0470000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd35q,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd367,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL50_6_ED1.tif,51,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Sabha Horoo,G7830S_250_U51_NL50_6_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1180000|~|easternmost: E1200000|~|northernmost: N0470000|~|southernmost: N0460000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd367,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd37r,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL50_9_ED1.tif,52,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,No-Na-I-Miao,G7830S_250_U51_NL50_9_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,northernmost: N0460000|~|westernmost: E1180000|~|easternmost: E1200000|~|southernmost: N0450000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd37r,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd388,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_10_ED2.tif,53,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lu-Pei,G7830S_250_U51_NL51_10_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0450000|~|southernmost: N0440000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd388,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd39s,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_11_ED2.tif,54,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,K'ai-T'ung,G7830S_250_U51_NL51_11_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0450000|~|southernmost: N0440000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd39s,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3b9,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_12_ED2.tif,55,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Nung-An,G7830S_250_U51_NL51_12_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1240000|~|easternmost: E1260000|~|northernmost: N0450000|~|southernmost: N0440000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3b9,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3ct,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_1_ED1.tif,56,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ha-Ma-K'o-Tsa,G7830S_250_U51_NL51_1_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0480000|~|southernmost: N0470000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3ct,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3db,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_2_ED1.tif,57,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ch'i-Ch'i-Ha-Erh,G7830S_250_U51_NL51_2_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0480000|~|southernmost: N0470000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3db,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3fv,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_3_ED1.tif,58,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lin-Tien,G7830S_250_U51_NL51_3_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1240000|~|easternmost: E1260000|~|northernmost: N0480000|~|southernmost: N0470000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3fv,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3gc,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_4_ED1.tif,59,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,So-Lun,G7830S_250_U51_NL51_4_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0470000|~|southernmost: N0460000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3gc,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3hw,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_4_ED2.tif,60,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,So-Lun,G7830S_250_U51_NL51_4_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1200000|~|easternmost: E1220000|~|northernmost: N0470000|~|southernmost: N0460000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3hw,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3jd,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_5_ED1.tif,61,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Wang-Yeh-Miao,G7830S_250_U51_NL51_5_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,southernmost: N0460000|~|northernmost: N0470000|~|westernmost: E1220000|~|easternmost: E1240000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3jd,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3kx,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_5_ED2.tif,62,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Wang-Yeh-Miao,G7830S_250_U51_NL51_5_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0470000|~|southernmost: N0460000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3kx,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3mf,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_6_ED2.tif,63,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,An-Ta,G7830S_250_U51_NL51_6_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1240000|~|easternmost: E1260000|~|northernmost: N0470000|~|southernmost: N0460000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3mf,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3nz,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_7_ED2.tif,64,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Tu-Ch'uan,G7830S_250_U51_NL51_7_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0460000|~|southernmost: N0450000|~|westernmost: E1200000|~|easternmost: E1220000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3nz,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3pg,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_8_ED2.tif,65,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,T'ao-Nan,G7830S_250_U51_NL51_8_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,southernmost: N0450000|~|westernmost: E1220000|~|northernmost: N0460000|~|easternmost: E1240000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3pg,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3q0,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL51_9_ED2.tif,66,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Fu-Yu,G7830S_250_U51_NL51_9_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,eastermost: E1260000|~|westernmost: E1240000|~|northernmost: N0460000|~|southernmost: N0450000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3q0,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3rh,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_10_ED2.tif,67,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Yu-Shu,G7830S_250_U51_NL52_10_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0450000|~|southernmost: N0440000|~|westernmost: E1260000|~|easternmost: E1280000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3rh,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3s1,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_11_ED2_A.tif,68,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Mu-Tam-Chiang (Front),G7830S_250_U51_NL52_11_ED2_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0450000|~|easternmost: E1300000|~|westernmost: E1280000|~|southernmost: N0440000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3s1,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3s1/1h605r4r,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_11_ED2_B.tif,69,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Mu-Tam-Chiang (Back),G7830S_250_U51_NL52_11_ED2_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0450000|~|easternmost: E1300000|~|westernmost: E1280000|~|southernmost: N0440000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3s1%2F1h605r4r,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3tj,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_12_ED2.tif,70,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Sui-Fen-Ho,G7830S_250_U51_NL52_12_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,easternmost: E1320000|~|northernmost: N0450000|~|westernmost: E1300000|~|southernmost: N0440000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3tj,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3v2,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_1_ED2.tif,71,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Hai-Lun,G7830S_250_U51_NL52_1_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,easternmost: E1280000|~|southernmost: N0470000|~|westernmost: E1260000|~|northernmost: N0480000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3v2,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3wk,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_2_ED2.tif,72,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Tui-Mien Shan,G7830S_250_U51_NL52_2_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0480000|~|easternmost: E1300000|~|westernmost: E1280000|~|southernmost: N0470000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3wk,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3x3,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_3_ED2.tif,73,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Hao-Li,G7830S_250_U51_NL52_3_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,easternmost: E1320000|~|westernmost: E1300000|~|southernmost: N0470000|~|northernmost: N0480000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3x3,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd3zm,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_4_ED2.tif,74,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Sui-Hua,G7830S_250_U51_NL52_4_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1260000|~|easternmost: E1280000|~|northernmost: N0470000|~|southernmost: N0460000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd3zm,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd40m,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_5_ED2.tif,75,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,I-Lan,G7830S_250_U51_NL52_5_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,southernmost: N0460000|~|westernmost: E1280000|~|easternmost: E1300000|~|northernmost: N0470000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd40m,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd414,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_6_ED2_A.tif,76,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Chia-Mu-Ssu (Front),G7830S_250_U51_NL52_6_ED2_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0470000|~|southernmost: N0460000|~|easternmost: E1320000|~|westernmost: E1300000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd414,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd414/bc929n8s,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NL52_6_ED2_B.tif,77,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Chia-Mu-Ssu (Back),G7830S_250_U51_NL52_6_ED2_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0470000|~|southernmost: N0460000|~|easternmost: E1320000|~|westernmost: E1300000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd414%2Fbc929n8s,
