Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hccqd,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NG50_7_ED1.tif,100,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1170000|~|easternmost:E1183000|~|northernmost:N0270000|~|southernmost:N0260000,Nan-P'ing,G7810_S250_U54_NG50_7_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hccqd,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hccrx/d864q233,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NG50_8_ED1_B.tif,2,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1200000|~|northernmost:N0270000|~|westernmost:E1183000,Fu-Chou Page 2,G7810_S250_U54_NG50_8_ED1_A|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,southernmost:N0260000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hccrx%2Fd864q233,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hccrx/m969m296,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NG50_8_ED1_A.tif,1,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1200000|~|northernmost:N0270000|~|westernmost:E1183000,Fu-Chou Page 1,G7810_S250_U54_NG50_8_ED1_A|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,southernmost:N0260000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hccrx%2Fm969m296,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hccsf,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NG50_9_ED1.tif,102,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1140000|~|easternmost:E1153000|~|northernmost:N0260000|~|southernmost:N0250000,Kan-Hsien,G7810_S250_U54_NG50_9_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hccsf,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcctz,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NG51_1_ED1.tif,103,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1200000|~|easternmost:E1213000|~|northernmost:N0280000|~|southernmost:N0270000,Jui-An,G7810_S250_U54_NG51_1_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcctz,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hccvg,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NG51_5_ED1.tif,104,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1200000|~|easternmost:E1213000|~|northernmost:N0270000|~|southernmost:N0260000,Hsia-P'u,G7810_S250_U54_NG51_5_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hccvg,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hccw0,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NH44_12_ED1.tif,105,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0823000|~|easternmost:E0840000|~|northernmost:N0300000|~|southernmost:N0290000,Mustang,G7810_S250_U54_NH44_12_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hccw0,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hccxh,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NH44_7_ED1.tif,106,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0810000|~|easternmost:E0823000|~|northernmost:N0310000|~|southernmost:N0300000,Manasarowar,G7810_S250_U54_NH44_7_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hccxh,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hccz1,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NH46_12_ED1.tif,107,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0943000|~|easternmost:E0960000|~|southernmost:N0290000|~|northernmost:N0300000,NamCha Barwa,G7810_S250_U54_NH46_12_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hccz1,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd01,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NH47_13_ED1.tif,108,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E0973000|~|westernmost:E0960000|~|northernmost:N0290000|~|southernmost:N0280000,Li-Ma,G7810_S250_U54_NH47_13_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,力馬,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd01,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd1j,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F4/srgb/G7810_S250_U54_NH47_9_ED1.tif,109,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E0973000|~|northernmost:N0300000|~|westernmost:E0960000|~|southernmost:N0290000,Su-Tun,G7810_S250_U54_NH47_9_ED1|~|G7810_S250_U54_F4,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd1j,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd22,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH45_14_ED1.tif,110,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E0870000|~|northernmost:N0290000|~|southernmost:N0280000|~|westernmost:E0853000,Tingri Dzong,G7810_S250_U54_NH45_14_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd22,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd3k,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH45_14_ED2.tif,111,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E0870000|~|westernmost:E0853000|~|northernmost:N0290000|~|southernmost:N0280000,Tingri Dzong,G7810_S250_U54_NH45_14_ED2|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd3k,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd43,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH45_16_ED2.tif,112,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0280000|~|westernmost:E0883000|~|easternmost:E0900000|~|northernmost:N0290000,Gyangtse,G7810_S250_U54_NH45_16_ED2|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd43,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd5m,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH46_13_ED1.tif,113,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0900000|~|easternmost:E0913000|~|northernmost:N0290000|~|southernmost:N0280000,Yamdrog Tsho,G7810_S250_U54_NH46_13_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd5m,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd64,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH46_14_ED1.tif,114,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E0913000|~|easternmost:E0930000|~|northernmost:N0290000|~|southernmost:N0280000,Trigu Tsho,G7810_S250_U54_NH46_14_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd64,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd7n,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_10_ED1.tif,115,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1033000|~|northernmost:N0300000|~|southernmost:N0290000|~|easternmost:E1050000,Tzu-Kung,G7810_S250_U54_NH48_10_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,自貢,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd7n,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd85,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_11_ED1.tif,116,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1050000|~|southernmost:N0290000|~|easternmost:E1063000|~|northernmost:N0300000,Nei-Chiang,G7810_S250_U54_NH48_11_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,内江,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd85,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd9p/1n257s6n,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_12_ED1_A.tif,1,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1063000|~|easternmost:E1080000|~|northernmost:N0300000|~|southernmost:N0290000,Ch'ung-Ch'ing Page 1,G7810_S250_U54_NH48_12_ED1_A|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,重慶,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd9p%2F1n257s6n,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcd9p/2348jx66,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_12_ED1_B.tif,2,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1063000|~|easternmost:E1080000|~|northernmost:N0300000|~|southernmost:N0290000,Ch'ung-Ch'ing Page 2,G7810_S250_U54_NH48_12_ED1_A|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,重慶,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcd9p%2F2348jx66,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdb6,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_14_ED1.tif,118,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1033000|~|easternmost:E1050000|~|northernmost:N0290000|~|southernmost:N0280000,I-Pin,G7810_S250_U54_NH48_14_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,宜賓,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdb6,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdcq,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_15_ED1.tif,119,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost:N0280000|~|easternmost:E1063000|~|westernmost:E1050000|~|northernmost:N0290000,Ho-Chiang,G7810_S250_U54_NH48_15_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,合江,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdcq,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdd7,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_16_ED1.tif,120,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1080000|~|northernmost:N0290000|~|southernmost:N0280000|~|westernmost:E1063000,T'ung-Tzu,G7810_S250_U54_NH48_16_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,桐梓,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdd7,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdfr,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_2_ED1.tif,121,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0320000|~|westernmost:E1033000|~|easternmost:E1050000|~|southernmost:N0310000,Mien-Chu,G7810_S250_U54_NH48_2_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,綿竹,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdfr,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdg8,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_3_ED1.tif,122,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1050000|~|easternmost:E1063000|~|southernmost:N0310000|~|northernmost:N0320000,Lang-Chung,G7810_S250_U54_NH48_3_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,閬中,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdg8,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdhs,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_5_ED1.tif,123,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1020000|~|northernmost:N0310000|~|southernmost:N0300000|~|easternmost:E1033000,Chiung-Lai,G7810_S250_U54_NH48_5_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,邛崍,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdhs,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdj9/m365215x,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_6_ED1_A.tif,1,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1033000|~|southernmost:N0300000|~|northernmost:N0310000|~|easternmost:E1050000,Ch'eng-Tu Page 1,G7810_S250_U54_NH48_6_ED1_A|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,成都,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdj9%2Fm365215x,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdj9/pd07zz8r,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_6_ED1_B.tif,2,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1033000|~|southernmost:N0300000|~|northernmost:N0310000|~|easternmost:E1050000,Ch'eng-Tu Page 2,G7810_S250_U54_NH48_6_ED1_A|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,成都,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdj9%2Fpd07zz8r,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdkt,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_7_ED1.tif,125,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost:E1050000|~|easternmost:E1063000|~|northernmost:N0310000|~|southernmost:N0300000,Sui-Ning,G7810_S250_U54_NH48_7_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,遂寧,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdkt,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdmb,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_8_ED1.tif,126,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost:E1080000|~|westernmost:E1063000|~|northernmost:N0310000|~|southernmost:N0300000,Ta-Chu,G7810_S250_U54_NH48_8_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,大竹,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdmb,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hcdnv,ark:/21198/zz002hc87q,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7810_S250_U54_F5/srgb/G7810_S250_U54_NH48_9_ED1.tif,127,,,pd_usfed,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost:N0300000|~|southernmost:N0290000|~|easternmost:E1033000|~|westernmost:E1020000,Jung-Ching,G7810_S250_U54_NH48_9_ED1|~|G7810_S250_U54_F5,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,榮經,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcdnv,
