"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Name.author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","Description.tableOfContents","JSON","Metadata Only","Conceptual Work","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpc3h","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0037.tif","37","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0037","page 36","r","","","","","","","","","","","","","","","","","","","","1147_0362_0037.jpg","1147_0362_0037.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpc3h"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0037.tif"", ""Item Sequence"": ""37"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0037"", ""Title"": ""page 36"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0037.jpg"", ""masterImageName"": ""1147_0362_0037.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpc3h",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpc41","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0038.tif","38","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0038","page 37","v","","","","","","","","","","","","","","","","","","","","1147_0362_0038.jpg","1147_0362_0038.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpc41"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0038.tif"", ""Item Sequence"": ""38"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0038"", ""Title"": ""page 37"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0038.jpg"", ""masterImageName"": ""1147_0362_0038.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpc41",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpc5j","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0039.tif","39","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0039","page 38","r","","","","","","","","","","","","","","","","","","","","1147_0362_0039.jpg","1147_0362_0039.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpc5j"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0039.tif"", ""Item Sequence"": ""39"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0039"", ""Title"": ""page 38"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0039.jpg"", ""masterImageName"": ""1147_0362_0039.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpc5j",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpc62","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0040.tif","40","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0040","page 39","v","","","","","","","","","","","","","","","","","","","","1147_0362_0040.jpg","1147_0362_0040.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpc62"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0040.tif"", ""Item Sequence"": ""40"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0040"", ""Title"": ""page 39"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0040.jpg"", ""masterImageName"": ""1147_0362_0040.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpc62",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpc7k","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0041.tif","41","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0041","page 40","r","","","","","","","","","","","","","","","","","","","","1147_0362_0041.jpg","1147_0362_0041.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpc7k"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0041.tif"", ""Item Sequence"": ""41"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0041"", ""Title"": ""page 40"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0041.jpg"", ""masterImageName"": ""1147_0362_0041.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpc7k",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpc83","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0042.tif","42","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0042","page 41","v","","","","","","","","","","","","","","","","","","","","1147_0362_0042.jpg","1147_0362_0042.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpc83"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0042.tif"", ""Item Sequence"": ""42"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0042"", ""Title"": ""page 41"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0042.jpg"", ""masterImageName"": ""1147_0362_0042.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpc83",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpc9m","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0043.tif","43","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0043","page 42","r","","","","","","","","","","","","","","","","","","","","1147_0362_0043.jpg","1147_0362_0043.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpc9m"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0043.tif"", ""Item Sequence"": ""43"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0043"", ""Title"": ""page 42"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0043.jpg"", ""masterImageName"": ""1147_0362_0043.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpc9m",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpcb4","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0044.tif","44","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0044","page 43","v","","","","","","","","","","","","","","","","","","","","1147_0362_0044.jpg","1147_0362_0044.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpcb4"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0044.tif"", ""Item Sequence"": ""44"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0044"", ""Title"": ""page 43"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0044.jpg"", ""masterImageName"": ""1147_0362_0044.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpcb4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpccn","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0045.tif","45","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0045","page 44","r","","","","","","","","","","","","","","","","","","","","1147_0362_0045.jpg","1147_0362_0045.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpccn"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0045.tif"", ""Item Sequence"": ""45"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0045"", ""Title"": ""page 44"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0045.jpg"", ""masterImageName"": ""1147_0362_0045.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpccn",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpcd5","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0046.tif","46","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0046","page 45","v","","","","","","","","","","","","","","","","","","","","1147_0362_0046.jpg","1147_0362_0046.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpcd5"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0046.tif"", ""Item Sequence"": ""46"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0046"", ""Title"": ""page 45"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0046.jpg"", ""masterImageName"": ""1147_0362_0046.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpcd5",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpcfp","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0047.tif","47","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0047","page 46","r","","","","","","","","","","","","","","","","","","","","1147_0362_0047.jpg","1147_0362_0047.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpcfp"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0047.tif"", ""Item Sequence"": ""47"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0047"", ""Title"": ""page 46"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0047.jpg"", ""masterImageName"": ""1147_0362_0047.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpcfp",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpcg6","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0048.tif","48","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0048","page 47","v","","","","","","","","","","","","","","","","","","","","1147_0362_0048.jpg","1147_0362_0048.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpcg6"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0048.tif"", ""Item Sequence"": ""48"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0048"", ""Title"": ""page 47"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0048.jpg"", ""masterImageName"": ""1147_0362_0048.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpcg6",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000vpchq","ark:/21198/zz000sr2t3","7","Completed","Page","minasian/masters/0362/0362_0049.tif","49","","","","","","","pd","","","","","","","","","","","","","","","1147_0362_0049","page 48","r","","","","","","","","","","","","","","","","","","","","1147_0362_0049.jpg","1147_0362_0049.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000vpchq"", ""Parent ARK"": ""ark:/21198/zz000sr2t3"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0362/0362_0049.tif"", ""Item Sequence"": ""49"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Name.author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0362_0049"", ""Title"": ""page 48"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0362_0049.jpg"", ""masterImageName"": ""1147_0362_0049.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000vpchq",""
